i,r,reg_cap_cost_mult
csp1_8,p51157,1.013
csp1_8,p54069,1.009
csp1_8,p39103,1.0189
csp1_8,p41031,1.0596
csp1_8,p48051,0.9669
csp1_8,p51147,1.0068
csp1_8,p21079,0.997
csp1_8,p19045,1.0135
csp1_8,p48239,0.9659
csp1_8,p31103,1.0037
csp1_8,p17067,1.0229
csp1_8,p13321,0.9788
csp1_8,p21071,1.0007
csp1_8,p36071,1.1236
csp1_8,p05043,0.9906
csp1_8,p26123,1.0127
csp1_8,p13111,0.9947
csp1_8,p41057,1.0625
csp1_8,p26055,1.0313
csp1_8,p47117,0.9921
csp1_8,p19023,0.995
csp1_8,p12125,0.9782
csp1_8,p36093,1.062
csp1_8,p20061,1.0025
csp1_8,p22023,0.9759
csp1_8,p17059,1.0167
csp1_8,p13101,0.9768
csp1_8,p20071,0.996
csp1_8,p31029,0.997
csp1_8,p39089,1.0088
csp1_8,p37005,0.994
csp1_8,p31025,0.9917
csp1_8,p48365,0.9808
csp1_8,p53021,1.038
csp1_8,p17087,1.0153
csp1_8,p48209,0.9738
csp1_8,p13085,0.996
csp1_8,p18151,1.0295
csp1_8,p01089,0.9807
csp1_8,p48507,0.9803
csp1_8,p31093,0.9993
csp1_8,p21091,1.0043
csp1_8,p31021,0.9943
csp1_8,p21051,0.997
csp1_8,p31129,0.997
csp1_8,p22067,0.9897
csp1_8,p54055,0.9988
csp1_8,p13003,0.979
csp1_8,p51127,1.019
csp1_8,p56007,0.9984
csp1_8,p20097,0.9921
csp1_8,p01119,0.9876
csp1_8,p40149,0.9842
csp1_8,p36021,1.084
csp1_8,p42047,1.0345
csp1_8,p16055,1.021
csp1_8,p12113,0.9835
csp1_8,p08057,0.9963
csp1_8,p18153,1.0131
csp1_8,p29149,1.0124
csp1_8,p48269,0.9884
csp1_8,p21221,1.0014
csp1_8,p26039,1.0288
csp1_8,p22069,0.982
csp1_8,p20099,1.0019
csp1_8,p36123,1.0457
csp1_8,p42051,1.0173
csp1_8,p06095,1.1234
csp1_8,p46123,1.0042
csp1_8,p39073,1.004
csp1_8,p27151,1.0264
csp1_8,p47037,1
csp1_8,p13317,0.9924
csp1_8,p18149,1.0638
csp1_8,p40147,0.995
csp1_8,p28081,0.9927
csp1_8,p13267,0.9837
csp1_8,p37147,1.0032
csp1_8,p48389,0.9945
csp1_8,p36019,1.0319
csp1_8,p28019,0.9914
csp1_8,p48063,0.987
csp1_8,p05025,0.99
csp1_8,p19077,1.0045
csp1_8,p37193,0.9928
csp1_8,p26071,1.0376
csp1_8,p08107,0.9973
csp1_8,p29009,1.0053
csp1_8,p42049,1.0256
csp1_8,p13139,0.9963
csp1_8,p39133,1.0161
csp1_8,p22065,0.9875
csp1_8,p36121,1.0525
csp1_8,p22063,0.9948
csp1_8,p31127,1
csp1_8,p53077,1.0621
csp1_8,p42043,1.0538
csp1_8,p13087,0.972
csp1_8,p17085,1.0239
csp1_8,p30037,0.996
csp1_8,p36025,1.0668
csp1_8,p30053,1.0197
csp1_8,p39131,0.9996
csp1_8,p18157,1.0251
csp1_8,p29147,1.0088
csp1_8,p47107,0.994
csp1_8,p36119,1.1528
csp1_8,p42041,1.0416
csp1_8,p13269,0.9899
csp1_8,p05149,0.9924
csp1_8,p47035,0.9949
csp1_8,p40153,0.989
csp1_8,p51131,1.0427
csp1_8,p28099,0.9898
csp1_8,p22061,0.9867
csp1_8,p48213,0.9812
csp1_8,p37149,0.992
csp1_8,p27051,1.0231
csp1_8,p26041,1.0369
csp1_8,p47127,0.9887
csp1_8,p06013,1.1362
csp1_8,p51167,0.998
csp1_8,p06063,1.1077
csp1_8,p29103,1.0224
csp1_8,p39075,1.0106
csp1_8,p42045,1.1035
csp1_8,p27037,1.0481
csp1_8,p37191,1.0001
csp1_8,p19075,0.9943
csp1_8,p51033,1.014
csp1_8,p36023,1.0401
csp1_8,p17047,1.0187
csp1_8,p31037,0.9954
csp1_8,p27153,1.0345
csp1_8,p26133,1.0215
csp1_8,p29031,1.025
csp1_8,p54083,1.0068
csp1_8,p40151,0.9896
csp1_8,p18155,0.997
csp1_8,p39077,1.025
csp1_8,p55097,1.0382
csp1_8,p20095,0.9913
csp1_8,p48211,0.9906
csp1_8,p21223,0.9997
csp1_8,p27007,1.0283
csp1_8,p06093,1.0921
csp1_8,p20047,0.993
csp1_8,p21053,0.997
csp1_8,p13135,0.9988
csp1_8,p46125,1.0064
csp1_8,p05027,0.9879
csp1_8,p12027,0.98
csp1_8,p19079,1.0054
csp1_8,p22075,0.9938
csp1_8,p55087,1.04
csp1_8,p31133,1.0028
csp1_8,p18141,1.0609
csp1_8,p28021,0.988
csp1_8,p53075,1.0243
csp1_8,p48463,0.9807
csp1_8,p26135,1.0296
csp1_8,p37003,0.9918
csp1_8,p01129,0.9847
csp1_8,p36011,1.0356
csp1_8,p51019,0.9929
csp1_8,p20043,1.0194
csp1_8,p48453,0.9735
csp1_8,p40143,0.9911
csp1_8,p21217,0.999
csp1_8,p39069,1.0271
csp1_8,p48205,0.9975
csp1_8,p48359,0.9975
csp1_8,p42059,1.011
csp1_8,p06097,1.133
csp1_8,p53003,1.0274
csp1_8,p46119,1.0062
csp1_8,p13141,0.992
csp1_8,p37197,0.9923
csp1_8,p19081,1.0117
csp1_8,p05023,0.9941
csp1_8,p31091,0.999
csp1_8,p29007,1.032
csp1_8,p42061,1.0382
csp1_8,p22077,0.9892
csp1_8,p13265,0.9925
csp1_8,p26073,1.0185
csp1_8,p13081,0.9825
csp1_8,p47131,1.0043
csp1_8,p27147,1.034
csp1_8,p39137,1.0227
csp1_8,p54087,1.008
csp1_8,p20103,1.0271
csp1_8,p55043,1.0197
csp1_8,p29155,1.0069
csp1_8,p31019,0.996
csp1_8,p19083,1
csp1_8,p51121,0.992
csp1_8,p48203,0.9831
csp1_8,p36009,1.0406
csp1_8,p48273,0.9745
csp1_8,p30079,1.0018
csp1_8,p48065,0.9935
csp1_8,p18139,1.0016
csp1_8,p21093,1.0002
csp1_8,p21047,1.0007
csp1_8,p55055,1.052
csp1_8,p40141,0.9848
csp1_8,p13143,0.9954
csp1_8,p47105,0.995
csp1_8,p55103,1.0275
csp1_8,p39071,0.9979
csp1_8,p48039,0.9617
csp1_8,p05101,0.9983
csp1_8,p31131,0.9953
csp1_8,p51125,1.0052
csp1_8,p48489,0.9754
csp1_8,p20045,1.0232
csp1_8,p42055,1.0324
csp1_8,p46121,1.0022
csp1_8,p48271,0.9819
csp1_8,p21049,0.9964
csp1_8,p54085,1.0067
csp1_8,p08069,0.9968
csp1_8,p21219,1.0003
csp1_8,p18147,1.0059
csp1_8,p22071,0.9986
csp1_8,p28101,0.9867
csp1_8,p51169,0.9967
csp1_8,p13287,0.9805
csp1_8,p29151,1.0289
csp1_8,p26119,1.031
csp1_8,p42053,1.0298
csp1_8,p17089,1.0949
csp1_8,p37195,1.0013
csp1_8,p48207,0.9868
csp1_8,p48361,0.9689
csp1_8,p47129,0.9955
csp1_8,p36017,1.0476
csp1_8,p12009,0.9805
csp1_8,p47185,0.9949
csp1_8,p22073,0.9888
csp1_8,p40145,0.9928
csp1_8,p05147,0.9943
csp1_8,p30035,1.0043
csp1_8,p18143,1.001
csp1_8,p13083,0.988
csp1_8,p12111,0.981
csp1_8,p17091,1.0844
csp1_8,p27149,1.0242
csp1_8,p06061,1.1103
csp1_8,p37145,0.9977
csp1_8,p56035,1.0012
csp1_8,p29153,1.0073
csp1_8,p27053,1.0485
csp1_8,p36013,1.0348
csp1_8,p01047,0.9865
csp1_8,p37001,0.9957
csp1_8,p26037,1.0177
csp1_8,p55135,1.0393
csp1_8,p39135,0.9988
csp1_8,p17045,1.0216
csp1_8,p18145,1.0016
csp1_8,p48391,0.9704
csp1_8,p16053,1.0152
csp1_8,p29101,1.0242
csp1_8,p20101,0.995
csp1_8,p05051,0.9911
csp1_8,p16073,1.0184
csp1_8,p36015,1.0526
csp1_8,p42057,1.0258
csp1_8,p19073,1.0059
csp1_8,p50021,1.0412
csp1_8,p39079,1.003
csp1_8,p39127,1.005
csp1_8,p27013,1.0313
csp1_8,p42025,1.0607
csp1_8,p39085,1.024
csp1_8,p36111,1.0943
csp1_8,p26045,1.017
csp1_8,p31097,0.9988
csp1_8,p55075,1.0388
csp1_8,p36039,1.0815
csp1_8,p06001,1.1392
csp1_8,p13127,0.9811
csp1_8,p27049,1.0426
csp1_8,p08123,0.9962
csp1_8,p41009,1.0619
csp1_8,p18173,1.0084
csp1_8,p29029,1.0194
csp1_8,p55071,1.0398
csp1_8,p13091,0.9848
csp1_8,p42023,1.0391
csp1_8,p21059,1.0065
csp1_8,p20087,1.0227
csp1_8,p56029,0.9997
csp1_8,p22049,0.9864
csp1_8,p12117,0.98
csp1_8,p08059,0.9904
csp1_8,p26067,1.0079
csp1_8,p21231,0.997
csp1_8,p51137,1.0125
csp1_8,p29141,1.0205
csp1_8,p19065,0.9988
csp1_8,p21229,0.999
csp1_8,p13129,0.994
csp1_8,p21087,0.9998
csp1_8,p06089,1.1039
csp1_8,p30039,1.0063
csp1_8,p18169,1.024
csp1_8,p20051,0.9947
csp1_8,p31123,0.9987
csp1_8,p28097,0.992
csp1_8,p13285,0.9939
csp1_8,p41007,1.0643
csp1_8,p42027,1.0386
csp1_8,p47031,0.9913
csp1_8,p13271,0.9829
csp1_8,p27159,1.0322
csp1_8,p48491,0.9735
csp1_8,p20089,0.997
csp1_8,p54079,1.0088
csp1_8,p28083,0.9924
csp1_8,p37185,1.0025
csp1_8,p22051,0.9986
csp1_8,p46135,1.0044
csp1_8,p48263,0.9894
csp1_8,p26131,1.037
csp1_8,p18171,1.0308
csp1_8,p48221,0.9827
csp1_8,p36037,1.0526
csp1_8,p48385,0.9813
csp1_8,p54059,1.0039
csp1_8,p47187,0.9986
csp1_8,p08067,1.0067
csp1_8,p55053,1.0327
csp1_8,p48057,0.9675
csp1_8,p20085,1.0154
csp1_8,p36043,1.0494
csp1_8,p47029,0.995
csp1_8,p55139,1.04
csp1_8,p21233,1.009
csp1_8,p53017,1.0477
csp1_8,p26047,1.0338
csp1_8,p13125,0.99
csp1_8,p28013,0.994
csp1_8,p48503,0.9854
csp1_8,p18177,1.0026
csp1_8,p47123,0.9947
csp1_8,p42017,1.1062
csp1_8,p27039,1.0332
csp1_8,p41011,1.0754
csp1_8,p29015,1.0193
csp1_8,p54077,1.0162
csp1_8,p47001,0.995
csp1_8,p21061,1
csp1_8,p47109,0.9951
csp1_8,p22045,0.9891
csp1_8,p56005,0.9995
csp1_8,p56033,0.9999
csp1_8,p06011,1.1165
csp1_8,p12013,0.9739
csp1_8,p05031,1.0029
csp1_8,p22047,0.9922
csp1_8,p20053,0.994
csp1_8,p18175,1.0014
csp1_8,p17079,1.0228
csp1_8,p36041,1.0442
csp1_8,p26121,1.0137
csp1_8,p37153,0.9913
csp1_8,p12023,0.9776
csp1_8,p48223,0.9867
csp1_8,p48383,0.9899
csp1_8,p54001,1.0114
csp1_8,p42021,1.0258
csp1_8,p51163,0.9986
csp1_8,p36109,1.0446
csp1_8,p37183,0.9986
csp1_8,p19063,1.0182
csp1_8,p31121,0.9981
csp1_8,p29109,1.0086
csp1_8,p50003,1.0578
csp1_8,p27161,1.0339
csp1_8,p48261,0.9748
csp1_8,p42019,1.0178
csp1_8,p39087,1.0048
csp1_8,p05047,0.9955
csp1_8,p29139,1.038
csp1_8,p46137,1.0034
csp1_8,p39125,1.0237
csp1_8,p06087,1.1285
csp1_8,p17051,1.0361
csp1_8,p48219,0.9948
csp1_8,p06065,1.0792
csp1_8,p20093,0.995
csp1_8,p54011,1.0072
csp1_8,p36029,1.0494
csp1_8,p41001,1.0255
csp1_8,p17083,1.0467
csp1_8,p47125,0.9998
csp1_8,p08087,0.9947
csp1_8,p51133,1.0309
csp1_8,p20049,0.9949
csp1_8,p29105,1.0182
csp1_8,p29145,1.0052
csp1_8,p06091,1.1088
csp1_8,p17049,1.029
csp1_8,p05099,0.9901
csp1_8,p31125,0.9984
csp1_8,p19071,0.9953
csp1_8,p30087,0.9999
csp1_8,p47033,1.0006
csp1_8,p48215,0.9769
csp1_8,p54081,1.0037
csp1_8,p48041,0.9664
csp1_8,p21055,1.0099
csp1_8,p48363,0.9839
csp1_8,p49043,1.001
csp1_8,p12057,0.98
csp1_8,p53005,1.0467
csp1_8,p42035,1.0398
csp1_8,p48505,0.9798
csp1_8,p36117,1.0407
csp1_8,p48267,0.9822
csp1_8,p36027,1.1028
csp1_8,p05089,1.0017
csp1_8,p21225,1.0127
csp1_8,p18159,1.0098
csp1_8,p37189,0.9936
csp1_8,p28017,0.9931
csp1_8,p42039,1.0249
csp1_8,p55045,1.0388
csp1_8,p01011,0.9856
csp1_8,p21089,1.0024
csp1_8,p48061,0.976
csp1_8,p27155,1.0209
csp1_8,p12011,0.981
csp1_8,p48005,0.9727
csp1_8,p54057,1.0173
csp1_8,p05049,1.005
csp1_8,p13133,0.9946
csp1_8,p26069,1.0298
csp1_8,p18161,0.9983
csp1_8,p01035,0.9846
csp1_8,p29011,1.011
csp1_8,p48387,0.9891
csp1_8,p22059,0.9856
csp1_8,p55137,1.039
csp1_8,p46127,1.0026
csp1_8,p42037,1.0535
csp1_8,p48455,0.9692
csp1_8,p41003,1.0632
csp1_8,p36031,1.0336
csp1_8,p48265,0.98
csp1_8,p55101,1.0741
csp1_8,p41005,1.0607
csp1_8,p29143,1.0103
csp1_8,p53019,1.0308
csp1_8,p16003,1.0199
csp1_8,p18167,1.0145
csp1_8,p37151,0.9924
csp1_8,p46129,1.008
csp1_8,p05029,0.992
csp1_8,p42029,1.0854
csp1_8,p51021,0.9964
csp1_8,p21057,0.997
csp1_8,p16071,1.0039
csp1_8,p36035,1.0559
csp1_8,p48217,0.9796
csp1_8,p29107,1.0251
csp1_8,p19067,1.0018
csp1_8,p16057,1.0236
csp1_8,p39083,1.0144
csp1_8,p36113,1.0391
csp1_8,p08119,0.9922
csp1_8,p29013,1.0204
csp1_8,p28015,0.9924
csp1_8,p22053,0.9803
csp1_8,p17081,1.0328
csp1_8,p51135,1.0104
csp1_8,p51031,0.9978
csp1_8,p42031,1.0264
csp1_8,p22055,0.987
csp1_8,p39129,1.0058
csp1_8,p22057,0.9966
csp1_8,p48059,0.9852
csp1_8,p18163,1.0116
csp1_8,p51165,1.0116
csp1_8,p01045,0.9809
csp1_8,p31023,0.9947
csp1_8,p39081,1.0102
csp1_8,p01087,0.9876
csp1_8,p31095,1.0009
csp1_8,p21227,1
csp1_8,p42033,1.0361
csp1_8,p01127,0.9859
csp1_8,p12051,0.981
csp1_8,p20091,1.0284
csp1_8,p27157,1.0368
csp1_8,p37099,0.994
csp1_8,p36115,1.0447
csp1_8,p18165,1.0193
csp1_8,p12115,0.98
csp1_8,p13131,0.9716
csp1_8,p26043,1.0377
csp1_8,p13089,0.9998
csp1_8,p19069,1.0013
csp1_8,p36033,1.0342
csp1_8,p13001,0.9826
csp1_8,p37187,1.0161
csp1_8,p01101,0.9863
csp1_8,p18179,1.018
csp1_8,p37033,0.9961
csp1_8,p16079,1.0213
csp1_8,p18083,1.012
csp1_8,p24019,1.0364
csp1_8,p20209,1.0293
csp1_8,p47071,0.9936
csp1_8,p46063,1.0027
csp1_8,p27099,1.0214
csp1_8,p48315,0.9855
csp1_8,p28125,0.9906
csp1_8,p04021,1.0151
csp1_8,p48023,0.986
csp1_8,p21157,1.0042
csp1_8,p53059,1.0636
csp1_8,p13207,0.9944
csp1_8,p30111,0.9984
csp1_8,p51197,0.9953
csp1_8,p38105,1.0062
csp1_8,p56043,1
csp1_8,p40001,0.9967
csp1_8,p55011,1.0351
csp1_8,p37071,0.99
csp1_8,p05069,0.9907
csp1_8,p18011,1.0045
csp1_8,p45067,0.9876
csp1_8,p17139,1.0306
csp1_8,p13243,0.981
csp1_8,p34003,1.1668
csp1_8,p55067,1.0386
csp1_8,p21121,0.9966
csp1_8,p45069,0.9906
csp1_8,p48131,0.9773
csp1_8,p33019,1.0433
csp1_8,p37073,1.0191
csp1_8,p24021,1.0193
csp1_8,p51009,1.0001
csp1_8,p29213,1.0065
csp1_8,p31177,0.9913
csp1_8,p38053,1.006
csp1_8,p08041,0.9924
csp1_8,p18007,1.0429
csp1_8,p29067,1.0109
csp1_8,p12067,0.9748
csp1_8,p45071,0.9896
csp1_8,p28049,0.9873
csp1_8,p48013,0.9759
csp1_8,p20007,0.991
csp1_8,p51077,0.9948
csp1_8,p40053,0.9895
csp1_8,p26153,1.036
csp1_8,p38103,1.0097
csp1_8,p12045,0.9748
csp1_8,p18009,1.0125
csp1_8,p34001,1.0911
csp1_8,p19159,1.0113
csp1_8,p28145,0.9941
csp1_8,p13045,0.9966
csp1_8,p51051,0.9993
csp1_8,p48091,0.9747
csp1_8,p20165,0.9941
csp1_8,p16087,1.0166
csp1_8,p48133,0.9839
csp1_8,p16015,1.0119
csp1_8,p24015,1.0559
csp1_8,p05129,0.9978
csp1_8,p48425,0.9818
csp1_8,p37069,1.0011
csp1_8,p51079,1.0117
csp1_8,p17017,1.0329
csp1_8,p27101,1.0175
csp1_8,p18015,1.0262
csp1_8,p13021,0.9916
csp1_8,p21001,0.9978
csp1_8,p20009,0.9935
csp1_8,p06039,1.1037
csp1_8,p29069,1.0084
csp1_8,p53043,1.026
csp1_8,p34007,1.104
csp1_8,p55009,1.04
csp1_8,p17137,1.0366
csp1_8,p47155,0.995
csp1_8,p39001,0.9976
csp1_8,p47069,0.9965
csp1_8,p45061,0.9876
csp1_8,p40059,0.9909
csp1_8,p09130,1.0793
csp1_8,p48135,0.9916
csp1_8,p46065,1.0057
csp1_8,p45063,0.9878
csp1_8,p48313,0.9678
csp1_8,p21159,1.0032
csp1_8,p37113,0.9942
csp1_8,p01095,0.9825
csp1_8,p49021,1.0491
csp1_8,p49053,1.059
csp1_8,p29211,1.0206
csp1_8,p40055,0.9861
csp1_8,p27019,1.0462
csp1_8,p51735,1.039
csp1_8,p24017,1.0085
csp1_8,p25027,1.068
csp1_8,p08019,0.9913
csp1_8,p38051,1.009
csp1_8,p20163,0.9955
csp1_8,p28067,0.9856
csp1_8,p45065,0.9906
csp1_8,p31175,0.9984
csp1_8,p12083,0.9797
csp1_8,p19157,1.005
csp1_8,p27071,1.0303
csp1_8,p34005,1.1082
csp1_8,p40057,0.987
csp1_8,p13205,0.9745
csp1_8,p13301,0.9916
csp1_8,p18013,1.0031
csp1_8,p05115,0.9939
csp1_8,p13047,0.9913
csp1_8,p47173,0.9958
csp1_8,p55119,1.0371
csp1_8,p13209,0.9845
csp1_8,p19161,1.0046
csp1_8,p04007,1.0171
csp1_8,p29065,1.027
csp1_8,p17203,1.0395
csp1_8,p24027,1.013
csp1_8,p51199,1.031
csp1_8,p01063,0.9879
csp1_8,p38099,1.0137
csp1_8,p21123,1
csp1_8,p26107,1.0145
csp1_8,p45079,0.9877
csp1_8,p49023,1.0131
csp1_8,p31179,0.9985
csp1_8,p55093,1.0452
csp1_8,p53045,1.0843
csp1_8,p21153,0.9996
csp1_8,p33013,1.0318
csp1_8,p26163,1.0394
csp1_8,p05079,0.991
csp1_8,p55109,1.0466
csp1_8,p46059,1.0076
csp1_8,p18001,1.0176
csp1_8,p55063,1.0281
csp1_8,p48443,0.9881
csp1_8,p13043,0.9848
csp1_8,p38055,1.009
csp1_8,p47073,0.996
csp1_8,p27095,1.0422
csp1_8,p27073,1.0219
csp1_8,p19165,0.9966
csp1_8,p05127,0.9933
csp1_8,p37109,0.9902
csp1_8,p13213,0.9938
csp1_8,p30109,1.0041
csp1_8,p19167,1.0056
csp1_8,p24029,1.0404
csp1_8,p48475,0.9928
csp1_8,p29217,1.0149
csp1_8,p49033,1.0015
csp1_8,p40005,0.9877
csp1_8,p17201,1.0513
csp1_8,p31063,0.9966
csp1_8,p04019,1.0232
csp1_8,p28127,0.9872
csp1_8,p45083,0.9914
csp1_8,p20205,1.0004
csp1_8,p48015,0.9629
csp1_8,p25023,1.0829
csp1_8,p33011,1.0346
csp1_8,p37077,0.9994
csp1_8,p38057,1.0089
csp1_8,p47159,0.9982
csp1_8,p45081,0.989
csp1_8,p29049,1.0257
csp1_8,p08023,0.9993
csp1_8,p20169,0.9962
csp1_8,p40047,0.9859
csp1_8,p48339,0.962
csp1_8,p48127,0.98
csp1_8,p28143,0.9952
csp1_8,p27097,1.0382
csp1_8,p54033,1.0089
csp1_8,p01003,0.9838
csp1_8,p25025,1.1075
csp1_8,p06037,1.0976
csp1_8,p33017,1.0346
csp1_8,p30067,0.9976
csp1_8,p09180,1.0758
csp1_8,p48427,0.9798
csp1_8,p18005,1.0023
csp1_8,p37111,0.9926
csp1_8,p55117,1.0419
csp1_8,p12039,0.971
csp1_8,p08021,1.0028
csp1_8,p26095,1.0352
csp1_8,p47157,0.9978
csp1_8,p17141,1.0469
csp1_8,p38101,1.0081
csp1_8,p48129,0.9902
csp1_8,p21155,0.999
csp1_8,p47171,0.995
csp1_8,p40051,0.9817
csp1_8,p45073,0.994
csp1_8,p30013,0.9908
csp1_8,p40003,0.9892
csp1_8,p24023,1.0175
csp1_8,p31051,1.0003
csp1_8,p06025,1.0696
csp1_8,p45075,0.9839
csp1_8,p13211,0.9961
csp1_8,p17015,1.0244
csp1_8,p48317,0.9919
csp1_8,p24025,1.0323
csp1_8,p13241,0.9949
csp1_8,p20005,1.0206
csp1_8,p29215,1.0185
csp1_8,p28051,0.9909
csp1_8,p17143,1.0282
csp1_8,p45077,0.9933
csp1_8,p19163,1.0105
csp1_8,p31065,0.996
csp1_8,p40049,0.9827
csp1_8,p48093,0.9823
csp1_8,p33015,1.0373
csp1_8,p20167,0.9948
csp1_8,p30099,0.9939
csp1_8,p51075,1.0127
csp1_8,p37075,0.995
csp1_8,p46061,1.0082
csp1_8,p18003,1.0249
csp1_8,p27025,1.0466
csp1_8,p16029,1.0038
csp1_8,p01025,0.9854
csp1_8,p12081,0.98
csp1_8,p20207,1.0034
csp1_8,p55013,1.0422
csp1_8,p39175,1.0201
csp1_8,p47091,0.9948
csp1_8,p29209,1.0065
csp1_8,p39009,1.0054
csp1_8,p28045,0.9875
csp1_8,p13195,0.9946
csp1_8,p31169,0.9978
csp1_8,p45045,0.9922
csp1_8,p26091,1.0315
csp1_8,p24001,1.0186
csp1_8,p50013,1.031
csp1_8,p48445,0.9926
csp1_8,p18031,1.0008
csp1_8,p19147,1.015
csp1_8,p21007,1.0107
csp1_8,p46073,1.0078
csp1_8,p34021,1.123
csp1_8,p01113,0.9875
csp1_8,p27107,1.0216
csp1_8,p01083,0.9823
csp1_8,p21167,0.9978
csp1_8,p31049,0.9974
csp1_8,p29203,1.0199
csp1_8,p26005,1.0135
csp1_8,p54037,1.0146
csp1_8,p51085,1.0143
csp1_8,p20013,1.0135
csp1_8,p40069,0.9857
csp1_8,p48343,0.988
csp1_8,p12086,0.981
csp1_8,p37061,0.9987
csp1_8,p13311,0.9956
csp1_8,p34017,1.136
csp1_8,p21117,0.991
csp1_8,p06041,1.1499
csp1_8,p26109,1.0382
csp1_8,p19149,1.0025
csp1_8,p13197,0.9876
csp1_8,p53041,1.072
csp1_8,p24003,1.0145
csp1_8,p17021,1.0357
csp1_8,p27069,1.0189
csp1_8,p04025,1.0294
csp1_8,p46071,1.0011
csp1_8,p45043,0.9834
csp1_8,p18027,1.0084
csp1_8,p12037,0.9731
csp1_8,p20155,0.9917
csp1_8,p45047,0.9905
csp1_8,p27027,1.0201
csp1_8,p16033,1.0049
csp1_8,p17133,1.048
csp1_8,p34019,1.1218
csp1_8,p40067,0.9849
csp1_8,p28149,0.987
csp1_8,p18029,0.9932
csp1_8,p05081,0.9908
csp1_8,p48143,0.9825
csp1_8,p13051,0.9824
csp1_8,p51049,1.0098
csp1_8,p28121,0.987
csp1_8,p55005,1.0419
csp1_8,p16085,1.0167
csp1_8,p18035,1.0088
csp1_8,p13193,0.9872
csp1_8,p29045,1.0224
csp1_8,p31167,0.997
csp1_8,p37119,0.99
csp1_8,p23029,1.0499
csp1_8,p55033,1.0416
csp1_8,p21169,0.9992
csp1_8,p53039,1.0592
csp1_8,p01059,0.9892
csp1_8,p45039,0.9893
csp1_8,p40073,0.9823
csp1_8,p13247,0.999
csp1_8,p04027,1.0398
csp1_8,p31003,1.0008
csp1_8,p27109,1.0301
csp1_8,p34025,1.1504
csp1_8,p19143,1.0117
csp1_8,p13299,0.9797
csp1_8,p13053,0.9878
csp1_8,p48467,0.9837
csp1_8,p55079,1.0618
csp1_8,p12087,0.9813
csp1_8,p49035,1
csp1_8,p40071,0.9902
csp1_8,p39011,1.0139
csp1_8,p29201,1.0168
csp1_8,p51011,1.0026
csp1_8,p05113,0.9921
csp1_8,p51193,1.02
csp1_8,p39171,1.0283
csp1_8,p17131,1.0124
csp1_8,p08013,0.9918
csp1_8,p38043,1.0099
csp1_8,p23031,1.0269
csp1_8,p30017,1.001
csp1_8,p29073,1.0351
csp1_8,p10001,1.0675
csp1_8,p37059,0.9918
csp1_8,p28069,0.9886
csp1_8,p26165,1.0273
csp1_8,p55121,1.0326
csp1_8,p18033,1.0286
csp1_8,p01027,0.9904
csp1_8,p48419,0.9787
csp1_8,p01071,0.984
csp1_8,p34023,1.1493
csp1_8,p20153,0.9961
csp1_8,p48307,0.9824
csp1_8,p45041,0.9869
csp1_8,p48145,0.9741
csp1_8,p51047,1.012
csp1_8,p19145,0.9991
csp1_8,p47151,0.9958
csp1_8,p47065,0.9918
csp1_8,p45049,0.9829
csp1_8,p21165,0.9977
csp1_8,p31001,0.996
csp1_8,p30015,0.9924
csp1_8,p24011,1.0519
csp1_8,p40061,0.9921
csp1_8,p21119,0.9996
csp1_8,p20159,0.9925
csp1_8,p45057,0.9899
csp1_8,p50007,1.0304
csp1_8,p46067,1.0061
csp1_8,p55091,1.0403
csp1_8,p27103,1.0369
csp1_8,p34011,1.0763
csp1_8,p21003,0.9993
csp1_8,p28047,0.9815
csp1_8,p12085,0.981
csp1_8,p30065,0.9973
csp1_8,p19153,1.0074
csp1_8,p28123,0.987
csp1_8,p18021,1.0108
csp1_8,p51195,0.9983
csp1_8,p30097,0.9967
csp1_8,p51081,1.0139
csp1_8,p08077,1.0035
csp1_8,p39005,1.0209
csp1_8,p20011,1.0126
csp1_8,p48137,0.9827
csp1_8,p28147,0.9893
csp1_8,p18019,1
csp1_8,p04023,1.0263
csp1_8,p26001,1.0302
csp1_8,p37067,0.9929
csp1_8,p18017,1.029
csp1_8,p19155,0.9925
csp1_8,p48089,0.9642
csp1_8,p20161,1.0041
csp1_8,p31067,1.0006
csp1_8,p38049,1.0087
csp1_8,p29047,1.0288
csp1_8,p24013,1.0197
csp1_8,p48477,0.9643
csp1_8,p01061,0.98
csp1_8,p45059,0.9905
csp1_8,p37065,1.0037
csp1_8,p55031,1.0378
csp1_8,p31173,0.9969
csp1_8,p34009,1.075
csp1_8,p48311,0.9763
csp1_8,p16031,1.0107
csp1_8,p54021,1.0058
csp1_8,p39003,1.0185
csp1_8,p09190,1.1261
csp1_8,p56017,1
csp1_8,p08017,0.9951
csp1_8,p26093,1.0326
csp1_8,p21161,0.9957
csp1_8,p13201,0.9742
csp1_8,p54035,1.008
csp1_8,p29207,1.0163
csp1_8,p17135,1.041
csp1_8,p45055,0.9887
csp1_8,p49019,1.0063
csp1_8,p06023,1.1058
csp1_8,p24005,1.017
csp1_8,p37063,0.9979
csp1_8,p48087,0.9884
csp1_8,p18025,1.0022
csp1_8,p48309,0.9769
csp1_8,p47067,0.996
csp1_8,p45051,0.9873
csp1_8,p48421,0.9953
csp1_8,p08043,0.9942
csp1_8,p37117,1.0092
csp1_8,p40065,0.9857
csp1_8,p27105,1.0143
csp1_8,p05067,0.9978
csp1_8,p05131,0.9943
csp1_8,p13019,0.9779
